"親代1圖鑑編號","親代1繁中","親代1英文","親代1內部名稱","親代1性別","親代2圖鑑編號","親代2繁中","親代2英文","親代2內部名稱","親代2性別","子代圖鑑編號","子代繁中","子代英文","子代內部名稱","性別限定"
"135","恐炬靈","Sootseer","CandleGhost","任一","114","白真雪雀","Frostplume","SnowPeafowl","任一","180","妖燄燈","Loomen","LanternButler","否"
"135","恐炬靈","Sootseer","CandleGhost","任一","134","白絨雪怪","Wumpo","Yeti","任一","180","妖燄燈","Loomen","LanternButler","否"
"135","恐炬靈","Sootseer","CandleGhost","任一","111","幽焰狼","Kitsun Noct","AmaterasuWolf_Dark","任一","180","妖燄燈","Loomen","LanternButler","否"
"135","恐炬靈","Sootseer","CandleGhost","任一","85","鬼刃武士","Bushi Noct","Ronin_Dark","任一","180","妖燄燈","Loomen","LanternButler","否"
"135","恐炬靈","Sootseer","CandleGhost","任一","141","電針妖","Prixter Lux","ScorpionMan_Electric","任一","180","妖燄燈","Loomen","LanternButler","否"
"135","恐炬靈","Sootseer","CandleGhost","任一","89","櫻麗娜","Petallia Ignis","FlowerDoll_Fire","任一","180","妖燄燈","Loomen","LanternButler","否"
"71","桃蛛娘","Tarantriss","PurpleSpider","任一","137","歿殃","Blazamut Ryu","KingBahamut_Dragon","任一","180","妖燄燈","Loomen","LanternButler","否"
"71","桃蛛娘","Tarantriss","PurpleSpider","任一","200","喚夜獸","Frostallion Noct","IceHorse_Dark","任一","180","妖燄燈","Loomen","LanternButler","否"
"159","泰鋒","Knocklem","WingGolem","任一","21","冰帝美露帕","Kingpaca Cryst","KingAlpaca_Ice","任一","180","妖燄燈","Loomen","LanternButler","否"
"159","泰鋒","Knocklem","WingGolem","任一","100","妖抱苞","Needoll Noct","CactusDoll_Dark","任一","180","妖燄燈","Loomen","LanternButler","否"
"159","泰鋒","Knocklem","WingGolem","任一","65","夜幕魔蝠","Felbat","CatVampire","任一","180","妖燄燈","Loomen","LanternButler","否"
"159","泰鋒","Knocklem","WingGolem","任一","85","浪刃武士","Bushi","Ronin","任一","180","妖燄燈","Loomen","LanternButler","否"
"159","泰鋒","Knocklem","WingGolem","任一","118","菇咚","Shroomer","MushroomDragon","任一","180","妖燄燈","Loomen","LanternButler","否"
"159","泰鋒","Knocklem","WingGolem","任一","128","煉刃魚","Skutlass Ignis","SwordCutlassfish_Fire","任一","180","妖燄燈","Loomen","LanternButler","否"
"159","泰鋒","Knocklem","WingGolem","任一","107","碎岩龜","Digtoise","DrillGame","任一","180","妖燄燈","Loomen","LanternButler","否"
"159","泰鋒","Knocklem","WingGolem","任一","141","蠱刺妖","Prixter","ScorpionMan","任一","180","妖燄燈","Loomen","LanternButler","否"
"85","浪刃武士","Bushi","Ronin","任一","159","丹烽","Knocklem Ignis","WingGolem_Fire","任一","180","妖燄燈","Loomen","LanternButler","否"
"85","浪刃武士","Bushi","Ronin","任一","138","咒心岩傀","Dualith Noct","GrassGolem_Dark","任一","180","妖燄燈","Loomen","LanternButler","否"
"85","浪刃武士","Bushi","Ronin","任一","186","黑月女王","Lyleen Noct","LilyQueen_Dark","任一","180","妖燄燈","Loomen","LanternButler","否"
"85","浪刃武士","Bushi","Ronin","任一","157","織夜鹿","Celesdir Noct","WhiteDeer_Dark","任一","180","妖燄燈","Loomen","LanternButler","否"
"201","海皇鯨","Neptilius","PoseidonOrca","任一","63","水靈龍","Elphidran Aqua","FairyDragon_Water","任一","180","妖燄燈","Loomen","LanternButler","否"
"201","海皇鯨","Neptilius","PoseidonOrca","任一","149","冬丸","Smokie Cryst","BlackPuppy_Ice","任一","180","妖燄燈","Loomen","LanternButler","否"
"201","海皇鯨","Neptilius","PoseidonOrca","任一","96","迅雷鳥","Beakon","ThunderBird","任一","180","妖燄燈","Loomen","LanternButler","否"
"201","海皇鯨","Neptilius","PoseidonOrca","任一","72","香草豹冰","Polapup","IceSeal","任一","180","妖燄燈","Loomen","LanternButler","否"
"201","海皇鯨","Neptilius","PoseidonOrca","任一","109","梆梆鯰","Dumud Gild","LazyCatfish_Gold","任一","180","妖燄燈","Loomen","LanternButler","否"
"201","海皇鯨","Neptilius","PoseidonOrca","任一","64","烽歌龍","Vanwyrm","BirdDragon","任一","180","妖燄燈","Loomen","LanternButler","否"
"201","海皇鯨","Neptilius","PoseidonOrca","任一","165","詹兔曼","Lapiron","BrownRabbit","任一","180","妖燄燈","Loomen","LanternButler","否"
"201","海皇鯨","Neptilius","PoseidonOrca","任一","48","夢沫姬","Gloopie Primo","OctopusGirl_Neutral","任一","180","妖燄燈","Loomen","LanternButler","否"
"201","海皇鯨","Neptilius","PoseidonOrca","任一","111","蒼焰狼","Kitsun","AmaterasuWolf","任一","180","妖燄燈","Loomen","LanternButler","否"
"108","海誓龍","Broncherry Aqua","SakuraSaurus_Water","任一","122","清雀","Suzaku Aqua","Suzaku_Water","任一","180","妖燄燈","Loomen","LanternButler","否"
"96","疾霜鳥","Beakon Cryst","ThunderBird_Ice","任一","112","獄閻王","Blazehowl Noct","Manticore_Dark","任一","180","妖燄燈","Loomen","LanternButler","否"
"85","鬼刃武士","Bushi Noct","Ronin_Dark","任一","169","曼波皇","Solmora Lux","KingSunfish_Thunder","任一","180","妖燄燈","Loomen","LanternButler","否"
"169","曼波王","Solmora","KingSunfish","任一","130","日耀駒","Starryon Primo","NightBlueHorse_Neutral","任一","180","妖燄燈","Loomen","LanternButler","否"
"169","曼波王","Solmora","KingSunfish","任一","188","伊西斯","Faleris Aqua","Horus_Water","任一","180","妖燄燈","Loomen","LanternButler","否"
"169","曼波王","Solmora","KingSunfish","任一","81","冰峰陶洛斯","Elgrove Cryst","GrassMinotaur_Ice","任一","180","妖燄燈","Loomen","LanternButler","否"
"169","曼波王","Solmora","KingSunfish","任一","132","金棘獸","Cryolinx Terra","WhiteTiger_Ground","任一","180","妖燄燈","Loomen","LanternButler","否"
"169","曼波王","Solmora","KingSunfish","任一","139","阿努比斯","Anubis","Anubis","任一","180","妖燄燈","Loomen","LanternButler","否"
"169","曼波王","Solmora","KingSunfish","任一","131","寒峰獸","Pierdon Cryst","RockBeast_Ice","任一","180","妖燄燈","Loomen","LanternButler","否"
"169","曼波王","Solmora","KingSunfish","任一","137","焰煌","Blazamut","KingBahamut","任一","180","妖燄燈","Loomen","LanternButler","否"
"169","曼波王","Solmora","KingSunfish","任一","161","馭雷馬","Azurmane","BlueThunderHorse","任一","180","妖燄燈","Loomen","LanternButler","否"
"110","梁葉龍","Braloha","Plesiosaur","任一","111","幽焰狼","Kitsun Noct","AmaterasuWolf_Dark","任一","180","妖燄燈","Loomen","LanternButler","否"
"110","梁葉龍","Braloha","Plesiosaur","任一","94","派克龍","Relaxaurus Lux","LazyDragon_Electric","任一","180","妖燄燈","Loomen","LanternButler","否"
"110","梁葉龍","Braloha","Plesiosaur","任一","105","流焰龍","Moldron","VolcanoDragon","任一","180","妖燄燈","Loomen","LanternButler","否"
"110","梁葉龍","Braloha","Plesiosaur","任一","122","清雀","Suzaku Aqua","Suzaku_Water","任一","180","妖燄燈","Loomen","LanternButler","否"
"110","梁葉龍","Braloha","Plesiosaur","任一","89","櫻麗娜","Petallia Ignis","FlowerDoll_Fire","任一","180","妖燄燈","Loomen","LanternButler","否"
"178","梅杜娜","Venusa","SnakeGirl","任一","114","白真雪雀","Frostplume","SnowPeafowl","任一","180","妖燄燈","Loomen","LanternButler","否"
"178","梅杜娜","Venusa","SnakeGirl","任一","134","白絨雪怪","Wumpo","Yeti","任一","180","妖燄燈","Loomen","LanternButler","否"
"178","梅杜娜","Venusa","SnakeGirl","任一","170","兔繡袖","Lapure","SleeveRabbit","任一","180","妖燄燈","Loomen","LanternButler","否"
"178","梅杜娜","Venusa","SnakeGirl","任一","111","幽焰狼","Kitsun Noct","AmaterasuWolf_Dark","任一","180","妖燄燈","Loomen","LanternButler","否"
"178","梅杜娜","Venusa","SnakeGirl","任一","97","冥燈魚","Ghangler","GhostAnglerfish","任一","180","妖燄燈","Loomen","LanternButler","否"
"178","梅杜娜","Venusa","SnakeGirl","任一","85","鬼刃武士","Bushi Noct","Ronin_Dark","任一","180","妖燄燈","Loomen","LanternButler","否"
"178","梅杜娜","Venusa","SnakeGirl","任一","140","塞赫麥特","Sekhmet","Sekhmet","任一","180","妖燄燈","Loomen","LanternButler","否"
"178","梅杜娜","Venusa","SnakeGirl","任一","141","電針妖","Prixter Lux","ScorpionMan_Electric","任一","180","妖燄燈","Loomen","LanternButler","否"
"178","梅杜娜","Venusa","SnakeGirl","任一","89","櫻麗娜","Petallia Ignis","FlowerDoll_Fire","任一","180","妖燄燈","Loomen","LanternButler","否"
"147","梅莉姆","Prunelia","BlueberryFairy","任一","105","川霜龍","Moldron Cryst","VolcanoDragon_Ice","任一","180","妖燄燈","Loomen","LanternButler","否"
"147","梅莉姆","Prunelia","BlueberryFairy","任一","130","日耀駒","Starryon Primo","NightBlueHorse_Neutral","任一","180","妖燄燈","Loomen","LanternButler","否"
"147","梅莉姆","Prunelia","BlueberryFairy","任一","188","伊西斯","Faleris Aqua","Horus_Water","任一","180","妖燄燈","Loomen","LanternButler","否"
"147","梅莉姆","Prunelia","BlueberryFairy","任一","81","冰峰陶洛斯","Elgrove Cryst","GrassMinotaur_Ice","任一","180","妖燄燈","Loomen","LanternButler","否"
"147","梅莉姆","Prunelia","BlueberryFairy","任一","131","寒峰獸","Pierdon Cryst","RockBeast_Ice","任一","180","妖燄燈","Loomen","LanternButler","否"
"147","梅莉姆","Prunelia","BlueberryFairy","任一","137","焰煌","Blazamut","KingBahamut","任一","180","妖燄燈","Loomen","LanternButler","否"
"109","梆梆鯰","Dumud Gild","LazyCatfish_Gold","任一","159","丹烽","Knocklem Ignis","WingGolem_Fire","任一","180","妖燄燈","Loomen","LanternButler","否"
"109","梆梆鯰","Dumud Gild","LazyCatfish_Gold","任一","142","淨岩龜","Tetroise Primo","CubeTurtle_Neutral","任一","180","妖燄燈","Loomen","LanternButler","否"
"109","梆梆鯰","Dumud Gild","LazyCatfish_Gold","任一","186","黑月女王","Lyleen Noct","LilyQueen_Dark","任一","180","妖燄燈","Loomen","LanternButler","否"
"109","梆梆鯰","Dumud Gild","LazyCatfish_Gold","任一","121","騰炎龍","Jormuntide Ignis","Umihebi_Fire","任一","180","妖燄燈","Loomen","LanternButler","否"
"151","涼晶鯨","Whalaska","IceNarwhal","任一","72","巧克力豹冰","Polapup Terra","IceSeal_Ground","任一","180","妖燄燈","Loomen","LanternButler","否"
"151","涼晶鯨","Whalaska","IceNarwhal","任一","94","佩克龍","Relaxaurus","LazyDragon","任一","180","妖燄燈","Loomen","LanternButler","否"
"151","涼晶鯨","Whalaska","IceNarwhal","任一","150","面懼","Omascul","MysteryMask","任一","180","妖燄燈","Loomen","LanternButler","否"
"151","涼晶鯨","Whalaska","IceNarwhal","任一","99","冥鎧蠍","Menasting","DarkScorpion","任一","180","妖燄燈","Loomen","LanternButler","否"
"151","涼晶鯨","Whalaska","IceNarwhal","任一","108","海誓龍","Broncherry Aqua","SakuraSaurus_Water","任一","180","妖燄燈","Loomen","LanternButler","否"
"151","涼晶鯨","Whalaska","IceNarwhal","任一","87","雪猛獁","Mammorest Cryst","GrassMammoth_Ice","任一","180","妖燄燈","Loomen","LanternButler","否"
"151","涼晶鯨","Whalaska","IceNarwhal","任一","80","雷冥鳥","Helzephyr","HadesBird","任一","180","妖燄燈","Loomen","LanternButler","否"
"151","涼晶鯨","Whalaska","IceNarwhal","任一","129","熔岩獸","Reptyro","VolcanicMonster","任一","180","妖燄燈","Loomen","LanternButler","否"
"151","涼晶鯨","Whalaska","IceNarwhal","任一","131","磐峰獸","Pierdon","RockBeast","任一","180","妖燄燈","Loomen","LanternButler","否"
"157","淨世鹿","Celesdir","WhiteDeer","任一","124","天羽龍","Quivern","SkyDragon","任一","180","妖燄燈","Loomen","LanternButler","否"
"157","淨世鹿","Celesdir","WhiteDeer","任一","119","冰姬靈","Icelyn","IceWitch","任一","180","妖燄燈","Loomen","LanternButler","否"
"157","淨世鹿","Celesdir","WhiteDeer","任一","122","朱雀","Suzaku","Suzaku","任一","180","妖燄燈","Loomen","LanternButler","否"
"157","淨世鹿","Celesdir","WhiteDeer","任一","106","咕咕桑葩","Palumba","TropicalOstrich","任一","180","妖燄燈","Loomen","LanternButler","否"
"157","淨世鹿","Celesdir","WhiteDeer","任一","143","妮瞅莎","Nyafia","BadCatgirl","任一","180","妖燄燈","Loomen","LanternButler","否"
"157","淨世鹿","Celesdir","WhiteDeer","任一","112","獄閻王","Blazehowl Noct","Manticore_Dark","任一","180","妖燄燈","Loomen","LanternButler","否"
"157","淨世鹿","Celesdir","WhiteDeer","任一","41","碧月龍","Azurobe Cryst","BlueDragon_Ice","任一","180","妖燄燈","Loomen","LanternButler","否"
"157","淨世鹿","Celesdir","WhiteDeer","任一","148","魅愛莉","Nitemary","GhostRabbit","任一","180","妖燄燈","Loomen","LanternButler","否"
"157","淨世鹿","Celesdir","WhiteDeer","任一","113","鎧格力斯","Warsect","HerculesBeetle","任一","180","妖燄燈","Loomen","LanternButler","否"
"142","淨岩龜","Tetroise Primo","CubeTurtle_Neutral","任一","149","冬丸","Smokie Cryst","BlackPuppy_Ice","任一","180","妖燄燈","Loomen","LanternButler","否"
"199","混沌騎士","Necromus","BlackCentaur","任一","63","水靈龍","Elphidran Aqua","FairyDragon_Water","任一","180","妖燄燈","Loomen","LanternButler","否"
"199","混沌騎士","Necromus","BlackCentaur","任一","149","冬丸","Smokie Cryst","BlackPuppy_Ice","任一","180","妖燄燈","Loomen","LanternButler","否"
"199","混沌騎士","Necromus","BlackCentaur","任一","100","妖抱苞","Needoll Noct","CactusDoll_Dark","任一","180","妖燄燈","Loomen","LanternButler","否"
"199","混沌騎士","Necromus","BlackCentaur","任一","72","香草豹冰","Polapup","IceSeal","任一","180","妖燄燈","Loomen","LanternButler","否"
"199","混沌騎士","Necromus","BlackCentaur","任一","109","梆梆鯰","Dumud Gild","LazyCatfish_Gold","任一","180","妖燄燈","Loomen","LanternButler","否"
"199","混沌騎士","Necromus","BlackCentaur","任一","64","烽歌龍","Vanwyrm","BirdDragon","任一","180","妖燄燈","Loomen","LanternButler","否"
"199","混沌騎士","Necromus","BlackCentaur","任一","128","煉刃魚","Skutlass Ignis","SwordCutlassfish_Fire","任一","180","妖燄燈","Loomen","LanternButler","否"
"199","混沌騎士","Necromus","BlackCentaur","任一","48","夢沫姬","Gloopie Primo","OctopusGirl_Neutral","任一","180","妖燄燈","Loomen","LanternButler","否"
"199","混沌騎士","Necromus","BlackCentaur","任一","98","凜光犬","Rayhound Cryst","ThunderDog_Ice","任一","180","妖燄燈","Loomen","LanternButler","否"
"64","烽歌龍","Vanwyrm","BirdDragon","任一","195","貝菈露潔","Bellanoir Libero","NightLady_Dark","任一","180","妖燄燈","Loomen","LanternButler","否"
"64","烽歌龍","Vanwyrm","BirdDragon","任一","142","淨岩龜","Tetroise Primo","CubeTurtle_Neutral","任一","180","妖燄燈","Loomen","LanternButler","否"
"64","烽歌龍","Vanwyrm","BirdDragon","任一","171","獄熙龍","Eidrolon Ignis","GhostDragon_Fire","任一","180","妖燄燈","Loomen","LanternButler","否"
"64","烽歌龍","Vanwyrm","BirdDragon","任一","121","騰炎龍","Jormuntide Ignis","Umihebi_Fire","任一","180","妖燄燈","Loomen","LanternButler","否"
"189","異構格里芬","Shadowbeak","BlackGriffon","任一","119","冰姬靈","Icelyn","IceWitch","任一","180","妖燄燈","Loomen","LanternButler","否"
"189","異構格里芬","Shadowbeak","BlackGriffon","任一","106","咕咕桑葩","Palumba","TropicalOstrich","任一","180","妖燄燈","Loomen","LanternButler","否"
"189","異構格里芬","Shadowbeak","BlackGriffon","任一","143","妮瞅莎","Nyafia","BadCatgirl","任一","180","妖燄燈","Loomen","LanternButler","否"
"189","異構格里芬","Shadowbeak","BlackGriffon","任一","112","獄閻王","Blazehowl Noct","Manticore_Dark","任一","180","妖燄燈","Loomen","LanternButler","否"
"189","異構格里芬","Shadowbeak","BlackGriffon","任一","41","碧月龍","Azurobe Cryst","BlueDragon_Ice","任一","180","妖燄燈","Loomen","LanternButler","否"
"189","異構格里芬","Shadowbeak","BlackGriffon","任一","124","翠羽龍","Quivern Botan","SkyDragon_Grass","任一","180","妖燄燈","Loomen","LanternButler","否"
"189","異構格里芬","Shadowbeak","BlackGriffon","任一","148","魅愛莉","Nitemary","GhostRabbit","任一","180","妖燄燈","Loomen","LanternButler","否"
"189","異構格里芬","Shadowbeak","BlackGriffon","任一","56","霜鐮魔","Loupmoon Cryst","Werewolf_Ice","任一","180","妖燄燈","Loomen","LanternButler","否"
"189","異構格里芬","Shadowbeak","BlackGriffon","任一","113","鎧格力斯","Warsect","HerculesBeetle","任一","180","妖燄燈","Loomen","LanternButler","否"
"188","荷魯斯","Faleris","Horus","任一","173","大紅呱","Tropicaw","RedFlowerBird","任一","180","妖燄燈","Loomen","LanternButler","否"
"188","荷魯斯","Faleris","Horus","任一","37","金盔仔","Turtacle Terra","TentacleTurtle_Ground","任一","180","妖燄燈","Loomen","LanternButler","否"
"188","荷魯斯","Faleris","Horus","任一","87","森猛獁","Mammorest","GrassMammoth","任一","180","妖燄燈","Loomen","LanternButler","否"
"188","荷魯斯","Faleris","Horus","任一","112","獄閻王","Blazehowl Noct","Manticore_Dark","任一","180","妖燄燈","Loomen","LanternButler","否"
"188","荷魯斯","Faleris","Horus","任一","148","碧艾莉","Nitemary Botan","GhostRabbit_Grass","任一","180","妖燄燈","Loomen","LanternButler","否"
"188","荷魯斯","Faleris","Horus","任一","124","翠羽龍","Quivern Botan","SkyDragon_Grass","任一","180","妖燄燈","Loomen","LanternButler","否"
"188","荷魯斯","Faleris","Horus","任一","91","闇魔羊","Incineram Noct","Baphomet_Dark","任一","180","妖燄燈","Loomen","LanternButler","否"
"188","荷魯斯","Faleris","Horus","任一","56","霜鐮魔","Loupmoon Cryst","Werewolf_Ice","任一","180","妖燄燈","Loomen","LanternButler","否"
"188","荷魯斯","Faleris","Horus","任一","113","鎧格力斯","Warsect","HerculesBeetle","任一","180","妖燄燈","Loomen","LanternButler","否"
"90","莉芳","Leafan","PandaGirl","任一","105","川霜龍","Moldron Cryst","VolcanoDragon_Ice","任一","180","妖燄燈","Loomen","LanternButler","否"
"90","莉芳","Leafan","PandaGirl","任一","130","日耀駒","Starryon Primo","NightBlueHorse_Neutral","任一","180","妖燄燈","Loomen","LanternButler","否"
"90","莉芳","Leafan","PandaGirl","任一","81","冰峰陶洛斯","Elgrove Cryst","GrassMinotaur_Ice","任一","180","妖燄燈","Loomen","LanternButler","否"
"90","莉芳","Leafan","PandaGirl","任一","151","桃晶鯨","Whalaska Ignis","IceNarwhal_Fire","任一","180","妖燄燈","Loomen","LanternButler","否"
"108","連理龍","Broncherry","SakuraSaurus","任一","130","日耀駒","Starryon Primo","NightBlueHorse_Neutral","任一","180","妖燄燈","Loomen","LanternButler","否"
"108","連理龍","Broncherry","SakuraSaurus","任一","188","伊西斯","Faleris Aqua","Horus_Water","任一","180","妖燄燈","Loomen","LanternButler","否"
"108","連理龍","Broncherry","SakuraSaurus","任一","81","冰峰陶洛斯","Elgrove Cryst","GrassMinotaur_Ice","任一","180","妖燄燈","Loomen","LanternButler","否"
"108","連理龍","Broncherry","SakuraSaurus","任一","132","金棘獸","Cryolinx Terra","WhiteTiger_Ground","任一","180","妖燄燈","Loomen","LanternButler","否"
"108","連理龍","Broncherry","SakuraSaurus","任一","131","寒峰獸","Pierdon Cryst","RockBeast_Ice","任一","180","妖燄燈","Loomen","LanternButler","否"
"87","雪猛獁","Mammorest Cryst","GrassMammoth_Ice","任一","97","炙燈魚","Ghangler Ignis","GhostAnglerfish_Fire","任一","180","妖燄燈","Loomen","LanternButler","否"
"87","雪猛獁","Mammorest Cryst","GrassMammoth_Ice","任一","94","派克龍","Relaxaurus Lux","LazyDragon_Electric","任一","180","妖燄燈","Loomen","LanternButler","否"
"87","雪猛獁","Mammorest Cryst","GrassMammoth_Ice","任一","122","清雀","Suzaku Aqua","Suzaku_Water","任一","180","妖燄燈","Loomen","LanternButler","否"
"196","傑諾多蘭","Xenolord","DarkMechaDragon","任一","169","曼波王","Solmora","KingSunfish","任一","180","妖燄燈","Loomen","LanternButler","否"
"196","傑諾多蘭","Xenolord","DarkMechaDragon","任一","147","梅莉姆","Prunelia","BlueberryFairy","任一","180","妖燄燈","Loomen","LanternButler","否"
"196","傑諾多蘭","Xenolord","DarkMechaDragon","任一","90","莉芳","Leafan","PandaGirl","任一","180","妖燄燈","Loomen","LanternButler","否"
"196","傑諾多蘭","Xenolord","DarkMechaDragon","任一","108","連理龍","Broncherry","SakuraSaurus","任一","180","妖燄燈","Loomen","LanternButler","否"
"196","傑諾多蘭","Xenolord","DarkMechaDragon","任一","118","菇波","Shroomer Noct","MushroomDragon_Dark","任一","180","妖燄燈","Loomen","LanternButler","否"
"196","傑諾多蘭","Xenolord","DarkMechaDragon","任一","102","雷胖達","Mossanda Lux","GrassPanda_Electric","任一","180","妖燄燈","Loomen","LanternButler","否"
"196","傑諾多蘭","Xenolord","DarkMechaDragon","任一","172","雷雲鷲","Dynamoff","ThunderFluffyBird","任一","180","妖燄燈","Loomen","LanternButler","否"
"196","傑諾多蘭","Xenolord","DarkMechaDragon","任一","128","鞘刀魚","Skutlass","SwordCutlassfish","任一","180","妖燄燈","Loomen","LanternButler","否"
"196","傑諾多蘭","Xenolord","DarkMechaDragon","任一","64","霜歌龍","Vanwyrm Cryst","BirdDragon_Ice","任一","180","妖燄燈","Loomen","LanternButler","否"
"146","傑諾路達","Xenogard","WhiteAlienDragon","任一","114","白真雪雀","Frostplume","SnowPeafowl","任一","180","妖燄燈","Loomen","LanternButler","否"
"146","傑諾路達","Xenogard","WhiteAlienDragon","任一","134","白絨雪怪","Wumpo","Yeti","任一","180","妖燄燈","Loomen","LanternButler","否"
"146","傑諾路達","Xenogard","WhiteAlienDragon","任一","111","幽焰狼","Kitsun Noct","AmaterasuWolf_Dark","任一","180","妖燄燈","Loomen","LanternButler","否"
"146","傑諾路達","Xenogard","WhiteAlienDragon","任一","142","重岩龜","Tetroise","CubeTurtle","任一","180","妖燄燈","Loomen","LanternButler","否"
"146","傑諾路達","Xenogard","WhiteAlienDragon","任一","85","鬼刃武士","Bushi Noct","Ronin_Dark","任一","180","妖燄燈","Loomen","LanternButler","否"
"146","傑諾路達","Xenogard","WhiteAlienDragon","任一","141","電針妖","Prixter Lux","ScorpionMan_Electric","任一","180","妖燄燈","Loomen","LanternButler","否"
"146","傑諾路達","Xenogard","WhiteAlienDragon","任一","89","櫻麗娜","Petallia Ignis","FlowerDoll_Fire","任一","180","妖燄燈","Loomen","LanternButler","否"
"200","喚冬獸","Frostallion","IceHorse","任一","63","水靈龍","Elphidran Aqua","FairyDragon_Water","任一","180","妖燄燈","Loomen","LanternButler","否"
"200","喚冬獸","Frostallion","IceHorse","任一","96","迅雷鳥","Beakon","ThunderBird","任一","180","妖燄燈","Loomen","LanternButler","否"
"200","喚冬獸","Frostallion","IceHorse","任一","72","香草豹冰","Polapup","IceSeal","任一","180","妖燄燈","Loomen","LanternButler","否"
"200","喚冬獸","Frostallion","IceHorse","任一","109","梆梆鯰","Dumud Gild","LazyCatfish_Gold","任一","180","妖燄燈","Loomen","LanternButler","否"
"200","喚冬獸","Frostallion","IceHorse","任一","64","烽歌龍","Vanwyrm","BirdDragon","任一","180","妖燄燈","Loomen","LanternButler","否"
"200","喚冬獸","Frostallion","IceHorse","任一","165","詹兔曼","Lapiron","BrownRabbit","任一","180","妖燄燈","Loomen","LanternButler","否"
"200","喚冬獸","Frostallion","IceHorse","任一","48","夢沫姬","Gloopie Primo","OctopusGirl_Neutral","任一","180","妖燄燈","Loomen","LanternButler","否"
"200","喚冬獸","Frostallion","IceHorse","任一","111","蒼焰狼","Kitsun","AmaterasuWolf","任一","180","妖燄燈","Loomen","LanternButler","否"
"200","喚冬獸","Frostallion","IceHorse","任一","136","顎莉絲","Carnibora","VenusFlytrap","任一","180","妖燄燈","Loomen","LanternButler","否"
"131","寒峰獸","Pierdon Cryst","RockBeast_Ice","任一","148","碧艾莉","Nitemary Botan","GhostRabbit_Grass","任一","180","妖燄燈","Loomen","LanternButler","否"
"87","森猛獁","Mammorest","GrassMammoth","任一","130","日耀駒","Starryon Primo","NightBlueHorse_Neutral","任一","180","妖燄燈","Loomen","LanternButler","否"
"87","森猛獁","Mammorest","GrassMammoth","任一","188","伊西斯","Faleris Aqua","Horus_Water","任一","180","妖燄燈","Loomen","LanternButler","否"
"87","森猛獁","Mammorest","GrassMammoth","任一","81","冰峰陶洛斯","Elgrove Cryst","GrassMinotaur_Ice","任一","180","妖燄燈","Loomen","LanternButler","否"
"87","森猛獁","Mammorest","GrassMammoth","任一","132","金棘獸","Cryolinx Terra","WhiteTiger_Ground","任一","180","妖燄燈","Loomen","LanternButler","否"
"87","森猛獁","Mammorest","GrassMammoth","任一","131","寒峰獸","Pierdon Cryst","RockBeast_Ice","任一","180","妖燄燈","Loomen","LanternButler","否"
"137","焰煌","Blazamut","KingBahamut","任一","90","莉芳","Leafan","PandaGirl","任一","180","妖燄燈","Loomen","LanternButler","否"
"137","焰煌","Blazamut","KingBahamut","任一","108","連理龍","Broncherry","SakuraSaurus","任一","180","妖燄燈","Loomen","LanternButler","否"
"137","焰煌","Blazamut","KingBahamut","任一","102","雷胖達","Mossanda Lux","GrassPanda_Electric","任一","180","妖燄燈","Loomen","LanternButler","否"
"137","焰煌","Blazamut","KingBahamut","任一","112","獄焰王","Blazehowl","Manticore","任一","180","妖燄燈","Loomen","LanternButler","否"
"137","焰煌","Blazamut","KingBahamut","任一","128","鞘刀魚","Skutlass","SwordCutlassfish","任一","180","妖燄燈","Loomen","LanternButler","否"
"137","焰煌","Blazamut","KingBahamut","任一","64","霜歌龍","Vanwyrm Cryst","BirdDragon_Ice","任一","180","妖燄燈","Loomen","LanternButler","否"
"177","盜影鴉","Roujay","ThiefBird","任一","119","冰姬靈","Icelyn","IceWitch","任一","180","妖燄燈","Loomen","LanternButler","否"
"177","盜影鴉","Roujay","ThiefBird","任一","106","咕咕桑葩","Palumba","TropicalOstrich","任一","180","妖燄燈","Loomen","LanternButler","否"
"177","盜影鴉","Roujay","ThiefBird","任一","143","妮瞅莎","Nyafia","BadCatgirl","任一","180","妖燄燈","Loomen","LanternButler","否"
"177","盜影鴉","Roujay","ThiefBird","任一","112","獄閻王","Blazehowl Noct","Manticore_Dark","任一","180","妖燄燈","Loomen","LanternButler","否"
"177","盜影鴉","Roujay","ThiefBird","任一","148","碧艾莉","Nitemary Botan","GhostRabbit_Grass","任一","180","妖燄燈","Loomen","LanternButler","否"
"177","盜影鴉","Roujay","ThiefBird","任一","124","翠羽龍","Quivern Botan","SkyDragon_Grass","任一","180","妖燄燈","Loomen","LanternButler","否"
"177","盜影鴉","Roujay","ThiefBird","任一","91","闇魔羊","Incineram Noct","Baphomet_Dark","任一","180","妖燄燈","Loomen","LanternButler","否"
"177","盜影鴉","Roujay","ThiefBird","任一","56","霜鐮魔","Loupmoon Cryst","Werewolf_Ice","任一","180","妖燄燈","Loomen","LanternButler","否"
"177","盜影鴉","Roujay","ThiefBird","任一","113","鎧格力斯","Warsect","HerculesBeetle","任一","180","妖燄燈","Loomen","LanternButler","否"
"115","紫狐嬌","Majex","DarkFlameFox","任一","111","幽焰狼","Kitsun Noct","AmaterasuWolf_Dark","任一","180","妖燄燈","Loomen","LanternButler","否"
"115","紫狐嬌","Majex","DarkFlameFox","任一","94","派克龍","Relaxaurus Lux","LazyDragon_Electric","任一","180","妖燄燈","Loomen","LanternButler","否"
